,회차,날짜,댓글,답글,좋아요,싫어요
0,5,2021-09-22 14:30,한수영 도깨비 보따리 쓰는거 설정붕괴 아님 소설이랑 웹툰 둘 다 14화 보고오세요 김독자 도깨비 보따리 쓸 때 채널 가린적 없음 채널 가린거는 비형이랑 둘이 스트림계약 맺을 땐데 이것때문에 다들 헷갈린듯 소설에서 스트림계약 때문에 비형이 채널 껐다가 다시 킬 때 김독자가 도깨비 보따리 쓰는거 보고 성좌들이 형평성 의심한다고 나와있음 그니까 김독자는 도깨비 보따리 대놓고 씀 비형이 처음에 배후성 없는 화신은 못쓴다고 했은데 김독자가 규정보면 아니라고 받아침 그니까 한수영도 원작 봤는데 도깨비 보따리 쓸수도 있지,31,2074,37
0,5,2021-09-22 09:58,리카온:어떻게 그런 천인공노할 짓을...넌 대체 누구냐? 독자: 난 유중혁이다 [리카온이 거짓간파 Lv.2 를 사용합니다.] 어 x발 잠깐만,10,1817,21
0,5,2021-10-27 01:42,담주 회차 썸네일이 날 안심하게 만들어주는 군,9,1673,5
0,5,2021-09-21 22:58,"
클린봇이 부적절한 표현을 감지한 댓글입니다.",7,0,0
0,5,2021-09-28 22:53,"만약 전독시 영화화 되면 무조건 이 분이 캐스팅 되어야 한다 바로 ""유해진"" 따흐흑 이게 뭔 소리여 이럴 수도 있는데 생각을 해보면 은근 일리가 있다 1. 연기력이 보장 되었는가? O 2. 약간 ㅂ신 같지만 멋있고 은근 뜻 깊은 대사도 소화할 수 있는가? O 3. ㅈ소기업 2년 계약직 역할에 잘 어울리는가? O 4. 못생긴 왕 이라는 타이틀에 걸맞는가? O 아무리 생각해봐도 유해진 배우님이 답이다 ㄹㅇ",449,28840,3847
0,5,2021-09-28 23:00,전지적 호구 시점..,35,21294,75
0,5,2021-09-28 22:59,소설에선 몰랐는데 이뮨타르 종족 멸망한거 보니 짠하다..,22,17022,56
0,5,2021-09-28 23:14,소설 베댓에리카온: 호주... 재능이 재앙 수준이십니다... 이거 개웃겼는데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,49,16459,59
0,5,2021-09-28 23:10,수영아 그렇게 웃어댈때가 아니야... 저 호ㄱ.. 아니 독자가 스킬 못배우면 다 죽어...,33,11237,43
0,5,2021-09-28 23:20,저기에 정희원 있었으면 수영이랑 같이 독자 비웃는 조합 볼 수 있었을텐데 아쉽네요ㅋㅋㅋㅋ,25,7268,33
0,5,2021-09-28 23:26,ㅋㅋㅋ 리카온 진짜로 어떤식으로 해야 저렇게 재능 없는 애가 용을 죽이지라고 생각했을듯 ㅋㅋㅋ,6,6524,20
0,5,2021-09-29 08:18,개웃긴게 독자 자기 신변에 위험이 되거나 이름 밝히기 싫을땐 중혁이 이름 팔아먹다가 자기에게 득이 되는 상황이면 본명 밝힘 ㅋㅋㅋㅋ중혁이 보고 계속 동료라 하더니 정작 이름 도용하는데 이용해먹는 동료였냐고 ㅋㅋ,12,5407,11
0,5,2021-09-28 23:19,재능이 없다는 것도 슬프네,14,4059,19
0,5,2021-09-29 08:11,깨달음 얻은 리카온 진짜 댕청하게 생김.. 강아지같아,13,3781,10
0,5,2021-09-28 22:55,여러분 11월에 중혁이 피규어 구매예약 시작한대요!여러분 11월에 중혁이 피규어 구매예약 시작한대요!여러분 11월에 중혁이 피규어 구매예약 시작한대요!여러분 11월에 중혁이 피규어 구매예약 시작한대요!여러분 11월에 중혁이 피규어 구매예약 시작한대요!여러분 11월에 중혁이 피규어 구매예약 시작한대요!여러분 11월에 중혁이 피규어 구매예약 시작한대요!여러분 11월에 중혁이 피규어 구매예약 시작한대요!여러분 11월에 중혁이 피규어 구매예약 시작한대요!여러분 11월에 중혁이 피규어 구매예약 시작한대요!여러분 11월에 중혁이 피규어 구매예약 시작한대요!여러분 11월에 중혁이 피규어 구매예약 시작한대요!여러분 11월에 중혁이 피규어 구매예약 시작한대요!여러분 11월에 중혁이 피규어 구매예약 시작한대요!여러분 11월에 중혁이 피규어 구매예약 시작한대요!여러분 11월에 중혁이 피규어 구매예약 시작한대요!여러분 11월에 중혁이 피규어 구매예약 시작한대요!,55,3294,140
0,5,2021-09-29 15:26,독자: 너 이거 할 수 있어?못 하겠지?? 내가 지금 그기분이라고!!!리카온: 감사합니다 호ㄱ...아니 호주 앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4,2869,24
0,5,2021-09-28 23:15,한수영 웃는거 ㅈㄴ웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,8,2830,22
0,5,2021-09-29 14:28,아낌없이 주는 독자,9,2267,24
0,5,2021-10-01 01:03,“스포일러니까 말하지 마. 안 본 사람 있을 수도 있잖아.” by 독자,12,1929,8
0,5,2021-10-05 22:57,---원작---수영 : 내가 꼬셔볼게! 김독자 : 유중혁은 작은 체구 안 좋아해. ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,130,29341,134
0,5,2021-10-05 23:15,마지막 장면 머리가 하얀걸 보니 '그 분' 이군요. 엘사입니다. 얼려서 재앙을 막으려는 거에요.,106,26250,107
0,5,2021-10-05 22:57,저 해독약 내가 평소에 만드는 요리랑 비슷한데? 나 재능 있는 듯,143,21305,79
0,5,2021-10-05 22:58,???:내가 유혹해볼게 ???: 유중혁은 어린아이체형 싫어해 ???: 너 나 무시하냐?,37,11526,118
0,5,2021-10-05 22:56,이때부터였죠...우리 비엘의 광기의 시작...,141,10712,1610
0,5,2021-10-05 23:13,고3들에게도 곧 질문의 재앙이 깨어날텐데..여기도 도와줘 독자야,41,9535,24
0,5,2021-10-05 23:10,근데 비엘 다집어치우더라도 중혁독자 케미는 진짜 전설이지,68,9185,445
0,5,2021-10-05 23:15,유중혁 희번뜩할때 작화 진짜 공들이신듯 ㅋㅋ,19,8103,15
0,5,2021-10-05 23:26,보통 소설은 대충 재료 몇개만 나오고 말던데 멸살법 얼마나 설명충이었길래 각 아이템 개수까지 독자가 알고있냐ㅋㅋㅋ,23,5205,15
0,5,2021-10-05 23:11,일반독자가 많은 곳인데 bl 드립은 제발 삼가주세요. 일부러 어그로 끌려고 발언하는 사람 있는걸로 아는데 삭제부탁드립니다.,55,4782,390
0,5,2021-10-05 23:15,중간에 유중혁 눈 떴을때 진짜 소리 질렀잖아 ㅋㅋㅋㅋㅠㅠ,24,4182,24
0,5,2021-10-05 23:26,진짜 근데 수영이 표정은 올타임레전드다ㅋㅋㅋㅋㅋㅋㅋ 김독자가 왓할때 수영이 표정 미쳤음ㅋㅋㅋ,8,3396,17
0,5,2021-11-10 00:20,내 인생을 투자한 웹소설의 주인공이 만신창이가 된 상태에서 나를 찾아왔다는걸 들으면 묘한 기분이 들 듯 상상도 못해봤으니,6,3246,16
0,5,2021-11-09 23:32,진짜 제발 bl드립 좀 안했으면 소설 볼 때도 댓글 bl로 전부 도배돼있어서 진짜 불편했는데 무슨 남캐 둘만 나오면 bl로 엮고 있음... 진짜 제발 웹툰 보면서 딴 사람들한테 피해주지 말자;;,81,2786,245
0,5,2021-11-10 00:19,아니 bl이고 뭐고 지금 난 너무 재밌음 소설을 다 본 사람으로서 다 봤다고 자랑하고 싶진 않았는데 진짜 여러분 소설 보세요 이왕이면 단행본으로 보세요 단행본은 일러도 있어요ㅠㅠ 진짜 소설 두번 보세요 세번 보세요 그리고 잘 기억해두세요 싱숑님... 떡밥 회수 미쳤습니다 전독시는 이해가 되는순간 더더더 좋아하게 되는 소설이라구요ㅠㅠ 진짜 찬양하라 갓싱숑,23,2340,85
0,5,2021-10-12 22:56,저 마지막 등장인물은 딱봐도 누군지 알겠네 스파이더맨이네,218,36985,71
0,5,2021-10-12 22:57,소설 베스트 댓글 중 하나 입니다 유중혁: 이설화 지금부터 고백 하겠다. 이설화: 죄송해요 유중혁: 죽여버리겠다,47,24415,133
0,5,2021-10-12 22:57,다미(star***) 2021.03.21 00:10유중혁이 애인을 만들었다고..? 그 유중혁이가? 그 성격으로…? ㅋㅋㅋㅋㅋㅋ 소설배댓 개웃기네 ㅋㅋ,37,22222,90
0,5,2021-10-12 23:03,중국이 무림이고 일본이 요계면 영국은 호그와트라도 침투하는 거 아님?ㅋㅋㅋㅋㅋㅋㅋㅋ,146,18365,50
0,5,2021-10-12 22:57,<성좌 '당신의 친절한 이웃'이 사람들을 보호합니다.>,38,12631,42
0,5,2021-10-12 23:09,[성좌 '친절한 이웃'이 시나리오에 현현합니다.][성좌 '강철인간'이 시나리오에 현현합니다.] [성좌 '아메리칸 엉덩이'가 시나리오에 현현합니다.] [성좌 '목요일의 천둥'이 시나리오에 현현합니다.] [성좌 '1400만의 예지자'가 시나리오에 현현합니다.] [다수의 성좌들이 시나리오에 현현합니다.] [성좌 '아메리칸 엉덩이'가 외칩니다.] 아메리칸 엉덩이:어벤져스.....어셈블....,85,9779,89
0,5,2021-10-12 23:15,왜 다들 중혁이가 협박해서 사겼을거라고 생각하지?우리 중혁이가 동료라 해놓고 어룡입에 던지기를했나? 살아돌아온거 보더니 다시 죽일려하기를했나? 자기 혼자 아이템 먹겠다고 사라지기를했나? 자기 혼자 오해해서 동생납치범으로 몰고 죽이려고했나? 폭군왕을 그냥 분쇄시키기를했나? 어?,42,9493,29
0,5,2021-10-12 23:28,유중혁이 저런 인성과 말투에도 여친이 있었던 이유 얼굴이 개연성이다...,17,9099,19
0,5,2021-10-12 22:59,유중혁:흑발이설화:백발 이지혜:흑발 김남운:백발 김독자:흑발 있을까?:....,131,6715,76
0,5,2021-10-12 23:16,유중혁 다망해가는 아포칼립스에서 연애를 했다니...,22,6577,19
0,5,2021-10-12 23:33,아니 그럼 이현성은 저 넷 꽁냥꽁냥할때 옆에서 직관한거?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,17,6005,16
0,5,2021-10-12 23:27,???:유중혁의 뭐가 좋아서 연애를 한건가요?이설화:얼굴,14,4525,17
0,5,2021-10-12 23:32,"이지혜,김남운 이설화랑 유중혁 있는 컷에서 뭔가 허전했는데현성씨만 빠져있었어ㅋㅋㅋㅋㅋㅋㅋ",15,4032,27
0,5,2021-11-16 23:38,유중혁 얼굴 진짜 자비없네 잘생겼다,11,3262,15
0,5,2021-11-17 04:53,캐릭터간의 케미나 관계성을 원작 스토리에 기반해서 소비할 수도 있는거고 자기 좋을대로 캐해해서 비벼먹을 수도 있는건데 멀 자꾸 BL어쩌구로 싸우고있음 ... BL로 엮어먹고싶은 사람들이 댓글 단다고 이 웹툰 소설원작내용이 BL로 바뀌냐? 그런거 아니잖아 서로 먹고싶은대로 먹어 걍 개피곤하게들사네,61,2860,380
0,5,2021-10-19 23:06,"한수영: 너 대체 뭔 배우성을 가진거야? 유상아: 스파이더맨이요... 한수영: 뭐? 내가 아는 그거? [성좌,'친절한 이웃'이 화신,'한수영'에게 인사합니다.] 한수영: 이왜진?",140,35349,234
0,5,2021-10-19 22:54,상아 너무 예쁘고 멋지고 잘생기고 똑똑하고 다했는데? 전지적 상아 시점은 언제 나오나요?,59,21177,146
0,5,2021-10-19 22:55,아니 흑화 상아 너무 이쁘잖아요...,52,19252,91
0,5,2021-10-19 23:00,크으.....이거지....전독시 초반에 가장 든든한 독자일행 두명 +유상아가 갑자기 강해진 이유가 궁금하다면? 소설을 읽으시면 재밌게 감상하실수 있답니다^^,109,12219,233
0,5,2021-10-19 23:15,여기서 킬포는 유상아 한수영 둘다 독자말 듣는다는 점김독자 그는 무엇인가..,49,11978,62
0,5,2021-10-19 23:26,이정도면유상아-스파이더맨 이길영-토르 이현성-캡틴 아메리카 가 진짜 배후성 아닐까....,61,10193,48
0,5,2021-10-19 23:57,유상아씨 흑화만 얘기하시는데 공필두 죽은줄 알고 흑화했다가 독자가 살았다고 말해주니까 바로 기뻐하는게 유상아가 얼머나 독자를 신뢰하는지도 보여주는 씬이였던거 같음,15,7868,26
0,5,2021-10-19 23:20,상아 전투복을 이렇게 예쁘게 그리면 저희가 좋아할줄 알았나요? 일루와봐요 뽀뽀해드릴게요,30,6355,131
0,5,2021-10-20 00:10,와 근데 진짜 마지막 장면은 역대급인데...? 작화진 연출 미쳤다... 한수영 유상아 투샷 ㄹㅇ....,11,5475,25
0,5,2021-10-19 23:50,와 유상아 소설로 볼때도 멋있었는데 웹툰으로 보니까 더 간지나네 ㄷㄷ 베이지색 정장입고 사람 한 명 죽어나갈 때마다 울먹거리던 그 유상아 맞냐? 진짜 유상아는 전설이다.....,5,4087,16
0,5,2021-10-19 23:00,오우...!수영누님! 상아누님! 멋있으십니다!!! 소설에 나온대로 상아누님.... 어우야...... 장난이니군요....,40,3196,754
0,5,2021-11-23 23:08,월님(sofi***) 2020.09.30 20:29 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ하 볼수록 유중혁 너무 웃긴거같음 완전 구남친모먼트잖아 나는 사람을 믿지않는다 내겐 동료따원없다하고 선언하던 유중혁씨.... 전여친한테 미련남기다가 무참히 독으로 뒈질뻔한 유중혁씨.... 이해한다는 김독자에게 희미한 위로를받은 유중혁씨.... 나와봐요 전독시 소설판 83화 베댓입니당 재밌어서 데려옴,78,2964,115
0,5,2021-11-24 09:27,난 김독자가 유상아 보고 놀란 게 강해져서 놀란것보다는 죽어가는 사람 칼로 지르는것도 손 떨던 유상아가 아무렇지도 않게 한번에 열몇명 목 따는 거에 놀란 줄 알았는데....,16,2753,5
0,5,2021-10-19 23:27,유상아 배후성: 친절한 이웃 스파이더맨 근데 즉살 모드가 궁이 아닌 패시브인..,8,2345,31
0,5,2021-10-19 23:10,흑화 유상아 누님 찬양하라흑화 유상아 누님 찬양하라 흑화 유상아 누님 찬양하라 흑화 유상아 누님 찬양하라 흑화 유상아 누님 찬양하라 흑화 유상아 누님 찬양하라 흑화 유상아 누님 찬양하라 흑화 유상아 누님 찬양하라 흑화 유상아 누님 찬양하라 흑화 유상아 누님 찬양하라 흑화 유상아 누님 찬양하라 흑화 유상아 누님 찬양하라 흑화 유상아 누님 찬양하라 흑화 유상아 누님 찬양하라,18,2161,104
0,5,2021-10-26 22:56,???:전독시로 한국사를 공부했어요,71,28514,32
0,5,2021-10-26 22:58,허준: 뭐야 내 책 돌려줘요,66,28432,38
0,5,2021-10-26 22:58,김독자 : 모르니까 잘도 그 몸에 들어갔겠지. 그렇지?앤티누스 : 동의 김독자 : 어 보감~,75,22845,157
0,5,2021-10-26 23:06,근데 앤티누스 곤충이니까 길영이 오면 복종하는거임?ㅋㅋㅋㅋㅋ,71,18430,44
0,5,2021-10-26 22:58,전독시로 이번 시험 한국사 9점을 가져갔습니다 비록 총 점은 30점이지만 감지덕지입니다정말감사합니다,43,8956,45
0,5,2021-10-26 23:07,사람을 찾습니다. 이름: 이길영 나이: 초등학생 특징: 곤충친구 앤티누스 길들이기에 꼭 필요한 인재입니다.,24,8345,30
0,5,2021-10-26 23:20,"[만약,독자가 '거짓간파' 스킬이 있었다면]유중혁:그녀를 죽여라. 김독자:괜찮겠냐 유중혁:상관없다. <화신,김독자가 '거짓간파' 스킬을 사용합니다.> <등장인물,유중혁의 말이 거짓임을 확인했습니다.> 김독자:(저 새x 내가 저럴줄 알았다.)",14,4912,33
0,5,2021-10-26 22:58,구암신의허준 조선시대 『동의보감』·『언해태산집요』·『언해구급방』 등을 저술한 의관. 어의·의학자,14,4292,21
0,5,2021-10-26 23:19,엄마..미안... 엄마아들 인외종됐어..... 흑우라고...,17,3748,26
0,5,2021-10-26 23:02,어우... 일반 댓글 올라가는 속도가... 진짜 여기서 베댓 먹으시는 분들 너무 존경스럽다...,21,2456,31
0,5,2021-10-26 23:09,인외종 곤충 모습 소설보면서 생각한 것 보다 너무 징그러운데,17,2341,12
0,5,2021-10-26 23:15,벌레는 에프킬라가 최고지,14,2294,5
0,5,2021-10-26 23:59,이설화...뭔가 이런말하긴 그런데... 눈 내리까는 컷만 보면 마스카라 떡칠하고 풀메했는데 비련미 흘리면서 묘하게 예쁜 고딩같음..그와중에 매트립 개이쁘네.. 언니 립 설마 내츄럴은 아니지..?,22,2284,90
0,5,2021-10-26 23:55,이설화 소설에서 하얀머리라길래 오 나도 방학때 백발할까 이랬는데 오늘 이설화 웹툰에 나온거 보고 접었음...ㅋㅋ 미안해 중혁씨.. 난 평생 네 취향 못 하고 죽겠다,15,2071,24
0,5,2021-12-01 09:27,언니 립 어디꺼예요? 너무 예쁘다..!,10,1614,15
0,5,2021-11-02 22:57,독자 재능이 없다고했는데 지건은 기가막히네 책만 읽었는데 한번에 성공하고,69,24809,56
0,5,2021-11-03 07:51," 작가님 웹툰 잘 보고 있습니다, 다만 오늘 나온 허준의 복장이 조금 의문스럽습니다. 초반에 나온 허준의 복장은 조선시대 어의가 입는 복장 보다는 중국 어의들이 입었던 복장에 더 가깝습니다. 당장 조선시대 어의, 허준 을 검색해도 오늘 나온 허준 복장이랑 매우 다릅니다. 물론 작가님이 실수를 하셨을 수도 있지만 이 때문에 동북공정의 위험이 생길 수도 있습니다. 옆동네 카X오 같은 경우는 웹툰 내용에 한복과 김치에 대해서 설명하지 말라고 하는 충격적인 검열을 하기 시작했습니다. 근데 전독시 마저도 동북공정 논란이 생기기는 싫습니다. 전독시는 현재 수많은 언어로 번역되면서 널리 퍼지고 있습니다. 근데 여기서 조선시대 사람인 허준이 조선 어의가 아니라 중국 어의 복장을 입고 온다? 이는 중국 쪽이 ""역시 전독시도 조선시대 한복은 명나라 의상인걸 인정하네"" 라는 소리를 할 수 있는 명분이 생기게 됩니다 허준의 복장을 수정하는것을 고려해주세요 긴글 읽어주셔서 감사합니다",104,19992,136
0,5,2021-11-02 22:57,소설로 봤을 땐 그냥 장수말벌 닮은 충왕종 같은 건줄 알았는데.... 저런 원펀맨에서 나온 모기여왕 같은 비주얼일거라고는 생각도 못했다;,50,15786,50
0,5,2021-11-02 23:00,소설 85화 베댓중에김대현(rlae****) 2020.05.30 12:58 늦어서 죄송합니다. 호주 이거 영어로 번역하면 Sorry I'm late. Australia 이렇게 되나? 이거 개웃겼는데 ㅋㅋㄱㅋㅋㄱㅋㅋㅋ,51,13865,164
